,entity
15421,MUFFLIN TRADING L.L.C.
15422,"NAJIBI, Seyyed Mohammad Mosanna'i"
15423,BRIGHTEN STAR FZE
15424,"CHERY STAR CO., LIMITED"
15425,COLWICH TRADING L.L.C
15426,KUMU LIMITED
15427,LONG WORTH GOODS WHOLESALERS L.L.C
15428,"JALALIAN, Ramin"
15429,CITY BASE GROUP LIMITED
15430,BETHESDA INDUSTRIAL SOLVENTS TRADING
15431,OMID SEPAH EXCHANGE COMPANY
15432,O N C U TRADING L.L.C.
15433,GOLDEN BRONZE LIMITED
15434,PIERA GLOBAL TRADING L.L.C
15435,"NET TRADING CO., LIMITED"
15436,"DELAITE TRADING CO., LIMITED"
15437,"JOCWA CO., LIMITED"
15438,TENGLAN LIMITED
15439,ATROPARS COMPANY
15440,"MIR MOHAMMAD ALI, Seyyed Reza"
15441,"KUWAN CO., LIMITED"
15442,LYONED TRADING L.L.C
15443,"GAINON CO., LIMITED"
15444,JIANGKANG FOOD LIMITED
15445,SINO TRADE CO. LTD.
15446,ATVANTIC GOODS WHOLESALERS L.L.C
15447,MEISHUR LIMITED
15448,FENGXIAN INTERNATIONAL TRADING AND SERVICES CO LIMITED
15449,RELAN LIMITED
15450,COPEZZI INDUSTRIAL CO. LIMITED
15451,HERMEX INTERNATIONAL CORP.
15452,GOLDEN STARS KIYMETLI MADENLER TEKSTIL SANAYI TICARET LIMITED SIRKETI
15453,ROSLAMI LIMITED
15454,TURPAMI LIMITED
15455,"SUESIAN CO., LIMITED"
15456,"BURREN CO., LIMITED"
15457,HEKMAT IRANIAN EXCHANGE AND FOREIGN CURRENCY SERVICES COMPANY
15458,"SAISAIPEN CO., LTD"
15459,"XASTER CO., LIMITED"
15460,JAZIRA DAS INTERNATIONAL REFINDED OIL PRODUCTS TRADING L.L.C
15461,"BANUELOS RAMIREZ, Juan Carlos"
15462,LOPEZ HUMAN SMUGGLING ORGANIZATION
15463,"LOPEZ ESCOBAR, Ronaldo Galindo"
15464,"LOPEZ AMBROSIO, Whiskey Hans"
15465,"HERNANDEZ VANEGAS, Karen Stefany"
15466,AUTONOMOUS NON-PROFIT ORGANIZATION DIALOG
15467,"TABAK, Vladimir Grigoryevich"
15468,"SHI, Qianpei"
15469,"CHEN, Tianxin"
15470,"SHI, Anhui"
15471,"WANG, Dongliang"
15472,"HAN, Dejian"
15473,"RIVERA IBARRA, Gerardo"
15474,FORNELY LAB S.A. DE C.V.
15475,INMOBILIARIA UNIVERSAL DEJA VU S.A. DE C.V.
15476,"YIDATONG TIANJIN METAL MATERIALS CO., LTD"
15477,"BEIJING JINGHUA QIDI ELECTRONIC TECHNOLOGY CO., LTD."
15478,"BEIJING SANSHUNDA ELECTRONICS SCIENCE AND TECHNOLOGY CO., LTD."
15479,QIDONG HENGCHENG ELECTRONICS FACTORY
15480,TREN DE ARAGUA
15481,NIEVES Y PALETAS EVI
15482,TWIRWANEHO
15483,"SEMATAMA, Charles"
15484,"KINGSTON, Lawrence Kanyuka"
15485,KINGSTON HOLDING
15486,KINGSTON FRESH LTD
15487,"DU, Jiaxin"
15488,"SHENZHEN CITY MEAN WELL ELECTRONICS CO., LTD."
15489,"RODRIGUEZ HERNANDEZ, Jose Saul"
15490,"MEDINA DIAZ, Domingo"
15491,"ALVARADO CASTILLO, Gerardo"
15492,"BIOCOMBUSTIBLES EL JICARO, S.A. DE C.V."
15493,"DOS OCEANOS PASO DEL TORO, S.A. DE C.V."
15494,"RAPICOMBUSTIBLES DE VERACRUZ, S.A. DE C.V."
15495,"MAGNOCOMBUSTIBLES DE VERACRUZ, S.A. DE C.V."
15496,"AHORROCOMBUSTIBLES DE VERACRUZ, S.A. DE C.V."
15497,"ECONOCOMBUSTIBLES DE VERACRUZ, S.A. DE C.V."
15498,"CARBURANTES DOS OCEANOS, S.A. DE C.V."
15499,EXITON
15500,LIMITED LIABILITY COMPANY EKSITON
15501,AKTSIONERNOE OBSHCHESTVO OPYTNOE KONSTRUKTORSKOE BYURO EKSITON
15502,AKTSIONERNOE OBSHCHESTVO DISPLEI KOMPONENT
15503,NORATEC HOLDINGS LTD
15504,MATRIX METAL GROUP KORLATOLT FELELOSSEGU TARSASAG FELSZAMOLAS ALATT
15505,ZAKRYTOE AKTSIONERNOE OBSHCHESTVO NAUCHNO VNEDRENCHESKOE PREDPRIYATIE BOLID
15506,LIMITED LIABILITY COMPANY KHAVERIM
15507,YLH ELECTRONICS HK CO LIMITED
15508,HENGYE TECH LIMITED
15509,ELEKTRORADIOKOMPONENTY SEVERO ZAPAD
15510,ALLCHIPS LIMITED
15511,LIMITED LIABILITY COMPANY MICROPRIBOR
15512,"DOS OCEANOS COMBUSTIBLES Y CARBURANTES, S.A. DE C.V."
15513,"COMBUSTIBLES EVOLUTIVOS Y ALTERNATIVOS DOS OCEANOS, S.A. DE C.V."
15514,"SUMINISTROS COMBUSTIBLES OCEANOS, S.A. DE C.V."
15515,"MAQUINAS EDJA, S.A. DE C.V."
15516,"TRAVER PERMISIONARIOS, S.A. DE C.V."
15517,"ETANOFUEL, S.A. DE C.V."
15518,"HERRERA MEDINA, Brandon Ernesto"
15519,"ESTRADA MEDINA, Santos Aldair"
15520,"CAZARIN RAMOS, Jahir"
15521,"RIVERA GARCIA, Patricia"
15522,3D MODERN PRINTING PRESS
15523,"ACEITES Y LUBRICANTES MAYE, S.A. DE C.V."
15524,"ADITIVOS Y SUMINISTROS ETANOFUEL, S.A. DE C.V."
15525,"COMBUSTIBLES Y LUBRICANTES MAYE, S.A. DE C.V."
15526,"COMERCIALIZADORA BAGUETTE KLIC, S.A. DE C.V."
15527,"COMERCIALIZADORA COFFE KLIC, S.A. DE C.V."
15528,CONSTRUCTORA JJESA S.A. DE C.V.
15529,"ETANOPLUS, S.A. DE C.V."
15530,"MAXI-GASOIL SERVICIOS, S.A. DE C.V."
15531,"MAYEGAS, S.A. DE C.V."
15532,"MULTISERVICIOS EN COMBUSTIBLE MAYE DE VERACRUZ, S.A. DE C.V."
15533,"SUPER TIENDAS KLIC, S.A. DE C.V."
15534,"VERACRUZANA DE SERVICIOS HOTELEROS Y GASTRONOMICOS LOS ANGELES, S.A. DE C.V."
15535,"ORLOFF, Alexandre"
15536,ALEXANDRE ORLOFF LTD
15537,ZVIGENI TECHNOLOGICAL SYSTEMS LIMITED
15538,9105 2829 QUEBEC INC
15539,DOUGONG TRADING HONG KONG LIMITED
15540,HAKIMAN SHARGH RESEARCH COMPANY
15541,DIGITAL MARKETING AWARDS FZ LLC
15542,SHANGHAI TECHINITAL MATERIALS CO LTD
15543,"ZHUANG, Liang"
15544,FORNACIS ENERGY TRADING CO. L.L.C
15545,"BIN AHMAD, Mohammad Roslan"
15546,BARCO SHIP MANAGEMENT INC
15547,WANJI
15548,OCEANIC II
15549,TIREX
15550,ASCENT GENERAL INSURANCE COMPANY
15551,SEA KNOT SHIPPING INC.
15552,MIROVA DYNAMIC
15553,"ABDOLLAHI, Mohammad"
15554,"TONG, Thomas Ho Ming"
15555,ALPHA SHINE MARINE SERVICES L.L.C
15556,KASPER
15557,TAS TECHNOLOGY COMPANY LIMITED
15558,CLOUD ELEMENT COMPANY LIMITED
15559,BTW INTERNATIONAL LIMITED
15560,SILIBORN TECHNOLOGY LIMITED
15561,SMART KIT TECHNOLOGY LIMITED
15562,INZHINIRING GRUPP OOO
15563,PALOMA PRECIOUS DMCC
15564,TRIO JEWELLS LLC
15565,FAGIMA FRESATRICI SPA
15566,"FALCHINI, Massimo"
15567,SHAMS GOLD TRADING FZE
15568,UNIVERSAL GOLD HONG KONG LIMITED
15569,BRIGHT UNIVERSE INTERNATIONAL LIMITED
15570,SWISS LUXURY FZE
15571,"JAVAR, Saeed Hamidi"
15572,LIMITED LIABILITY COMPANY VECTOR
15573,BUY BEST ELECTRONIC PARS COMPANY
15574,KATOD
15575,"HASHEMI, Sayyed Ali Seraj"
15576,AZMOON PAJOHAN HESGAR LIMITED LIABILITY COMPANY
15577,"SORBANI, Ezzatullah Ghasemian"
15578,"SHENZHEN RION TECHNOLOGY CO., LTD."
15579,SNABINTER
15580,XIN QUAN ELECTRONICS CO LIMITED
15581,HONGKONG CHIP LINE INTERNATIONAL CO
15582,MAVERIKS
15583,GREEN CHIP LIMITED LIABILITY COMPANY
15584,SHENZHEN ROYO TECHNOLOGY CO LIMITED
15585,QINGDAO HEHUIXIN INTERNATIONAL TRADE CO LTD
15586,JINHUA HAIRUN POWER TECHNOLOGY CO LTD
15587,SPEECH TECHNOLOGY CENTER LIMITED
15588,STC INNOVATIONS LIMITED
15589,STC SOFT LIMITED
15590,SFERA JSC
15591,KRIBRUM JSC
15592,LIMITED LIABILITY COMPANY EKSIKYUSHN ER DI SI
15593,LIMITED LIABILITY COMPANY TSIFRA
15594,LIMITED LIABILITY COMPANY DRONOPORT
15595,LIMITED LIABILITY COMPANY SIMBIRSKOE KONSTRUKTORSKOE BYURO PIRANYA
15596,NAUCHNO PROIZVODSTVENNOE OBYEDINENIE GRAN
15597,LIMITED LIABILITY COMPANY AMITRON ELEKTRONIKS
15598,OPEN JOINT STOCK COMPANY MSTATOR
15599,ZAO SVETLANA EP
15600,NAUCHNO PROIZVODSTVENNOE PREDPRIYATIE TOMILINSKII ELEKTRONNYI ZAVOD
15601,FEDERAL STATE BUDGETARY INSTITUTION TECHNOLOGICAL INSTITUTION FOR SUPERHARD AND NOVEL CARBON MATERIALS
15602,LIMITED LIABILITY COMPANY INTEM LAB
15603,LIMITED LIABILITY COMPANY UMNYI SKLAD
15604,AKTSIONERNOE OBSHCHESTVO KORPORATSIYA GALAKTIKA
15605,SCIENTIFIC RESEARCH CENTER RESONANCE JOINT STOCK COMPANY
15606,LIMITED LIABILITY COMPANY URALDRONZAVOD
15607,JOINT STOCK COMPANY AEROCON
15608,LIMITED LIABILITY COMPANY KB RUS
15609,RADIOLINE LTD
15610,PROTEH CO LTD
15611,LIMITED LIABILITY COMPANY PT ELEKTRONIK
15612,ELPROM LIMITED LIABILITY COMPANY
15613,LIMITED LIABILITY COMPANY HEAD POINT
15614,PALITRUMLAB LIMITED LIABILITY COMPANY
15615,LIMITED LIABILITY COMPANY VEKTOR IKS
15616,JOINT STOCK COMPANY AKMETRON
15617,KUGEL LIMITED LIABILITY COMPANY
15618,"SWALLEH, Abubakar"
15619,"NABAGALA, Hamidah"
15620,"GANGAT, Zayd"
15621,BRIGHT SHORE INC LIMITED
15622,"BAKINA, Alla"
15623,DIASOFT LTD
15624,ATOL
15625,CENTRE OF FINANCIAL TECHNOLOGIES GROUP
15626,LIMITED LIABILITY COMPANY MEKHATRONIKA
15627,JOINT STOCK COMPANY 31 STATE DESIGN INSTITUTE FOR SPECIAL CONSTRUCTION
15628,SCIENTIFIC PRODUCTION ASSOCIATION COMPUTING SYSTEMS
15629,OJSC VLADIMIR RADIO COMMUNICATIONS DESIGN BUREAU
15630,"FOSHAN GOLDEN AGE MOTOR TECHNOLOGY CO., LTD."
15631,NAUCHNO ISSLEDOVATELSKAYA LABORATORIYA AEROKOSMICHESKOI TEKHNIKI DOSAAF
15632,JOINT STOCK COMPANY RESEARCH AND PRODUCTION CENTER NII MICRODEVICES
15633,RESEARCH AND PRODUCTION ASSOCIATION LEPTON
15634,FGUP PO OKTYABR
15635,SCIENTIFIC RESEARCH INSTITUTE FOR OPTOELECTRONIC INSTRUMENT ENGINEERING
15636,AO NPP SAIT
15637,JOINT STOCK COMPANY RESEARCH INSTITUTE OF POLYMERIC MATERIAL
15638,LIMITED LIABILITY COMPANY 4TEST
15639,SCIENTIFIC AND PRODUCTION ASSOCIATION STATE INSTITUTE OF APPLIED OPTICS
15640,LIMITED LIABILITY COMPANY AFINOR
15641,LIMITED LIABILITY COMPANY ALFA INSTRUMENTS
15642,LIMITED LIABILITY COMPANY TC ELEMENT
15643,LIMITED LIABILITY COMPANY ETM PHOTONICS
15644,LIMITED LIABILITY COMPANY COMPANY SCAN
15645,LIMITED LIABILITY COMPANY NPK TESART
15646,FEDERAL STATE GOVERNMENTAL INSTITUTION 4 CENTRAL RESEARCH INSTITUTE OF THE MINISTRY OF DEFENSE OF THE RUSSIAN FEDERATION
15647,FEDERAL STATE GOVERNMENTAL INSTITUTION 27 CENTRAL RESEARCH INSTITUTE OF THE MINISTRY OF DEFENSE OF THE RUSSIAN FEDERATION
15648,46TH CENTRAL RESEARCH AND DEVELOPMENT INSTITUTE OF THE MINISTRY OF DEFENSE
15649,JOINT STOCK COMPANY SPECIAL DESIGN BUREAU OF THE RUSSIAN MINISTRY OF DEFENSE
15650,AUDAX TRUST CONSULTING ESTABLISHMENT
15651,"WYSS, Anton Daniel"
15652,ONE ASSET MANAGEMENT AG
15653,LMG LIGHTHOUSE TRUST REG
15654,"LINS, Alexander Franz Josef"
15655,"WOLF, Stefan Anton"
15656,PUBLICHNOE AKTSIONERNOE OBSHCHESTVO RASPADSKAYA
15657,FEDERAL STATE INSTITUTION FEDERAL RESEARCH CENTER INFORMATICS AND MANAGEMENT OF THE RUSSIAN ACADEMY OF SCIENCES
15658,AUTONOMOUS NON PROFIT ORGANIZATION ARTIFICIAL INTELLIGENCE RESEARCH INSTITUTE
15659,AKTSIONERNOE OBSHCHESTVO EVRAZ KACHKANARSKI GORNO OBOGATITELNY KOMBINAT
15660,AKTSIONERNOE OBSHCHESTVO ZAVOD REKOND
15661,RUSSIAN ARTIFICIAL INTELLIGENCE RESEARCH INSTITUTE OF THE RUSSIAN ACADEMY OF SCIENCES
15662,AKTSIONERNOE OBSHCHESTVO EVRAZ NIZHNETAGILSKI METALLURGICHESKI KOMBINAT
15663,AKTSIONERNOE OBSHCHESTVO EVRAZ OBEDINENNY ZAPADNO SIBIRSKI METALLURGICHESKI KOMBINAT
15664,AKTSIONERNOE OBSHCHESTVO EVRAZ VANADI TULA
15665,"AL-KINAI, Maher Yahya Muhammad Mutahar"
15666,YEMEN TELECOMMUNICATION ASSET COMPANY FOR INFORMATION TECHNOLOGY
15667,AL-SHAHARI UNITED CORPORATION LTD
15668,GUANGZHOU ALSHAHARI UNITED CORPORATION LIMITED
15669,HONGKONG ALSHAHARI UNITED CORPORATION LIMITED
15670,"AL-SHAHARE, Ahmed Khaled Yahya"
15671,ARAFAT SHIPPING COMPANY
15672,RAHA GAS
15673,TRANSMARINE NAVIGATION M SDN. BHD.
15674,K F D GENERAL TRADING L.L.C
15675,DP SHIPPING LIMITED
15676,DIVINE POWER
15677,KDS SHIPPING LIMITED
15678,LPG OM
15679,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU KONSTRUKTORSKOE BYURO VOSTOK
15680,ONX TRADING FZE
15681,TRV ENGINEERING JSC
15682,"KOLESNIKOV, Mikhail Vladimirovich"
15683,EW-001PB
15684,ASIA MATERIAL SOLUTIONS COMPANY LIMITED
15685,FEPOOD ELECTRONICS HK CO LIMITED
15686,DALKOS CO LTD
15687,"PUSHKOV, Aleksandr Aleksandrovich"
15688,"KALINOV, Konstantin Svyatoslavovich"
15689,SPE OU
15690,AKTSIONERNOE OBSHCHESTVO OBYEDINENNAYA UGOLNAYA KOMPANIYA YUZHKUZBASSUGOL
15691,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU SHAKHTA ALARDINSKAYA
15692,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU SHAKHTA ESAULSKAYA
15693,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU RASPADSKAYA UGOLNAYA KOMPANIYA
15694,AO EVRAZ MARKET
15695,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU EVRAZKHOLDING FINANS
15696,HK CINTY CO LIMITED
15697,LL ELECTRONIC LIMITED
15698,ACE ERA CO LIMITED
15699,HIDROPARK HIDROLIK PNOMATIK SAN VE TIC LTD STI
15700,FEVA DIS TICARET LIMITED SIRKETI
15701,ASPECTRIYM LIMITED TRADE DEVELOPMENT
15702,ENUTEK MAKINA SANAYI VE TICARET LIMITED SIRKETI
15703,CONFIENZA GIDA PAZARLAMA VE TICARET ANONIM SIRKETI
15704,GRUN GROUP CO LIMITED
15705,KIRA INTERNATIONAL TRADE CO LIMITED
15706,MOST DEVELOPMENT LIMITED
15707,PRIKLADNYE TEKHNOLOGII
15708,NEW WALLY TARGET INTERNATIONAL TRADE CO LIMITED
15709,HONG KONG YAYANG TRADING LIMITED
15710,JOINT STOCK COMPANY KT - UNMANNED SYSTEMS
15711,"GIL PACHECO, Rosalba"
15712,"FIGUEROA ARIZALETA, Inocencio Antonio"
15713,"GIL RODRIGUEZ, Malaquias"
15714,"HIDALGO PANDARES, Juan Carlos"
15715,"MENESES RODRIGUEZ, Antonio Jose"
15716,GARDEN CITY HOTEL
15717,FARZANEGAN PROPULSION SYSTEMS DESIGN BUREAU
15718,"POURFARZANEH, Hossein"
15719,"POURFARZANEH, Zahra"
15720,"POURFARZANEH, Hassan"
15721,"KHOT, Arif Ibrahim"
15722,"INFANTE APARICIO, Pedro Jose"
15723,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU NORILSKNIKELREMONT
15724,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU NORILSKI OBESPECHIVAYUSHCHI KOMPLEKS
15725,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU PECHENGSKOE STROITELNOE OBEDINENIE
15726,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU ZAPOLYARNAYA STROITELNAYA KOMPANIYA
15727,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU VOSTOKGEOLOGIYA
15728,LIMITED LIABILITY COMPANY NORNIKEL TECHNICAL SERVICES
15729,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU INSTITUT GIPRONIKEL
15730,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU NN DEVELOPMENT
15731,LIMITED LIABILITY COMPANY NORNICKEL SPUTNIK
15732,LIMITED LIABILITY COMPANY NORNICKEL SFERA
15733,OOO SOFT PLYUS
15734,CLOUDRUN LLC
15735,"KIBER SERVIS, OOO"
15736,"DIDZHITAL SEKYURITI SERVISIS, OOO"
15737,"DIDZHITAL KOMPLAENS, OOO"
15738,MACHINE LEARNING LAB S.R.O.
15739,"KAMBO, Taranjeet"
15740,"EVDOKIMOV, Dmitriy"
15741,"CHASTUHIN, Dmitriy"
15742,"KLIMINA, Yevgeniya"
15743,"MEDVEDOVSKY, Ilya"
15744,LIMITED LIABILITY COMPANY BASEALT
15745,SERENITY CYBER SECURITY LIMITED LIABILITY COMPANY
15746,AKTSIONERNOE OBSHCHESTVO NORILSKI GORNO METALLURGICHESKI KOMBINAT IM AP ZAVENYAGINA
15747,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU AP INVEST
15748,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU NORILSKI PROMYSHLENNY TRANSPORT
15749,AKTSIONERNOE OBSHCHESTVO TAIMYRSKAYA TOPLIVNAYA KOMPANIYA
15750,LIMITED LIABILITY COMPANY GRK BYSTRINSKOE
15751,AKTSIONERNOE OBSHCHESTVO NORILSK AVIA
15752,OOO RUCHSERVOMOTOR
15753,INTERASIA TRADING GROUP LIMITED
15754,"REUTOV, Igor Aleksandrovich"
15755,FREE SKY SOLUTIONS OU
15756,AERIALIA
15757,"ZHARSKI, Aliaksandr Uladzimiravich"
15758,TAHA SAVUNMA SANAYI VE TICARET ANONIM SIRKETI
15759,"TAHIRBEYOGLU, Hayri"
15760,"GABITOV, Marat Khanbalevich"
15761,KB UNMANNED HELICOPTERS LLC
15762,"CHUDAKOV, Vladimir Vladimirovich"
15763,JOINT STOCK COMPANY PLANT LEGMASH
15764,"PAVLENKO, Vladislav Nikolaevich"
15765,VLATE LOGISTIK LLC
15766,RUZEKSPEDITSIYA LLC
15767,"GERASIM, Oleg Romualdovich"
15768,"PETROV, Oleg Vladimirovich"
15769,"BARABANOV, Oleg Fedorovich"
15770,"ZAMULEVICH, Dmitriy Mikhailovich"
15771,"ARKADIEV, Vladimir Mikhailovich"
15772,"KROKHOTIN, Evgeniy Yurievich"
15773,AVIAKOMPANIYA RADA LLC
15774,AVIAKOMPANIYA BELKANTO LLC
15775,UE RUBISTAR
15776,"SIDARUK, Siarhei Mikalaevich"
15777,LLC LABORATORY OF ADDITIVE TECHNOLOGIES
15778,LLC ALYURTEKH
15779,ALC DISKOMS
15780,LLC MOT
15781,LLC GROSVER GRUP
15782,LIMITED LIABILITY COMPANY TOCHNAYA MEKHANIKA
15783,"CHIVEL, Yuri Aleksandrovich"
15784,"YAVORSKI, Aleksey Nikolaevich"
15785,"DIMENSHTEIN, Arkady Samuilovich"
15786,"SAVRUK, Viktoriya Orestovna"
15787,"KASTSIANOK, Siarhei Uladzimiravich"
15788,"LESCHANKA, Aliaksandr Mikalayevich"
15789,"ISHCHENKO, Dmitry Olegovich"
15790,"NAREIKO, Ivan Nikolaevich"
15791,"MIKHOLAP, Evgeniy Ivanovich"
15792,JOINT STOCK COMPANY ZAVOLZHSKY CRAWLER VEHICLE PLANT
15793,DESIGN BUREAU OF CHEMICAL MACHINE BUILDING KBKHM
15794,FEDERAL STATE ENTERPRISE AMUR CARTRIDGE PLANT VYMPEL
15795,MILITARY ENGINEERING CENTRE LIMITED LIABILITY COMPANY
15796,OPEN JOINT STOCK COMPANY ROGACHEVSKY ZAVOD DIAPROEKTOR
15797,JOINT STOCK COMPANY 41 CENTRAL PLANT OF THE RAILWAY TECHNOLOGY
15798,"KUZMENKO, Igor Vladimirovich"
15799,JOINT STOCK COMPANY STRATIM
15800,JOINT STOCK COMPANY SCIENTIFIC PRODUCTION ENTERPRISE SALYUT
15801,"ISAYKIN, Alexey Ivanovich"
15802,FEDERALNOE KAZENNOE PREDPRIIATIE AVANGARD
15803,FEDERALNOE KAZENNOE PREDPRIIATIE GOSUDARSTVENNYI NAUCHNO ISSLEDOVATELSKII INSTITUT KHIMICHESKIKH PRODUKTOV
15804,"DYACHKOV, Sergey Adolfovich"
15805,"TITOVA, Elena Vladimirovna"
15806,"FILIPPOV, Gennady Anatolievich"
15807,"GABRIEL, Valery Alexandrovich"
15808,"LAVRENTIEV, Anton Konstantinovich"
15809,STATE SCIENTIFIC AND PRODUCTION ASSOCIATION OF POWDER METALLURGY
15810,"ZINUROV, Vildan Khanifovich"
15811,JOINT STOCK COMPANY EKA
15812,JOINT STOCK COMPANY SCIENTIFIC PRODUCTION ASSOCIATION ORION
15813,FEDERAL AUTONOMOUS ENTERPRISE THE CENTRAL AEROHYDRODYNAMIC INSTITUTE NAMED AFTER PROFESSOR NE ZHUKOVSKY
15814,"SYPALO, Kirill Ivanovich"
15815,JOINT STOCK COMPANY RESEARCH AND PRODUCTION SPACE CENTRE PROGRESS
15816,"BARANOV, Dmitrii Aleksandrovich"
15817,RUSSIAN ACADEMY OF SCIENCES SIBERIAN BRANCH KHRISTIANOVICH INSTITUTE OF THEORETICAL AND APPLIED MECHANICS
15818,JOINT STOCK COMPANY ELECTRONIC COMPANY ELKUS
15819,"SHKLIANIK, Sergei Ivanovich"
15820,"SOROKIN, Dmitrii Sergeevich"
15821,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTIU REINOLDS
15822,REINOLDS INZHINIRING
15823,"GUZEY, Vladislav Faridovich"
15824,"CHERBOV, Gleb Sergeyevich"
15825,"GUSEV, Nikita Vladimirovich"
15826,STRATIM LIMITED LIABILITY COMPANY
15827,JOINT STOCK COMPANY RESEARCH PRODUCTION ENTERPRISE KVANT
15828,LIMITED LIABILITY COMPANY VOLGA DNEPR AIRLINES
15829,"AKSENOV, Igor Borisovich"
15830,LIMITED LIABILITY COMPANY VOLGA DNEPR MOSCOW
15831,JOINT STOCK COMPANY STRATIM TECH
15832,ATRAN LIMITED LIABILITY COMPANY
15833,JOINT STOCK COMPANY GEOFIZICA COSMOS
15834,AIRBRIDGECARGO AIRLINES LIMITED LIABILITY COMPANY
15835,"KOROBKO, Nikolai Alekseevich"
15836,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTIU NORGAU RUSSLAND
15837,CHIP EXPERT LIMITED LIABILITY COMPANY
15838,ISTOK ENGINEERING AND CONSTRUCTION JOINT STOCK COMPANY
15839,"ILYUSHCHENKO, Aleksandr Fedorovich"
15840,GREDSTONE PTE LTD
15841,"KHVOSHCH, Sergei Timofeevich"
15842,LIMITED LIABILITY COMPANY RESEARCH AND DEVELOPMENT CENTER ECOPROMSERTIFIKA
15843,JOINT STOCK COMPANY OKTAVA
15844,K A VOLODIN INSTRUMENT ENGINEERING PLANT FEDERAL STATE UNITARY ENTERPRISE
15845,"KALININ, Aleksandr Olegovich"
15846,"BELOBROV, Vladislav Vladimirovich"
15847,JOINT STOCK COMPANY RESEARCH INSTITUTE FOR AUTOMATED APPARATUS NAMED AFTER ACADEMICIAN V S SEMENIKHIN
15848,WHITESTONE BILISM TIC VE SANAYI LTD STI
15849,"ZGHEIB, Ali Nayef"
15850,"SFOGLIETTI, Giulio"
15851,INDUSTRIAL TECHNOLOGIES GROUP FRANCE
15852,S M S TELECOM FZCO
15853,WHITE FOX SHIP MANAGEMENT FZCO
15854,LIMITED LIABILITY COMPANY YATEK LOGISTIKA
15855,PUBLIC JOINT STOCK COMPANY YAKUTSKAYA TOPLIVNO ENERGETICHESKAYA KOMPANIYA
15856,LIMITED LIABILITY COMPANY MTM PROIZVODSTVO
15857,YIWU WEISHUO IMPORT AND EXPORT CO LTD
15858,LIMITED LIABILITY COMPANY KLER END KLARTE
15859,LIMITED LIABILITY COMPANY YATEK INVEST
15860,"BELOUSOV, Pavel Andreyevich"
15861,LIMITED LIABILITY COMPANY VOSTOCHNO SIBIRSKAYA KOMPANIYA
15862,"BELOUSOVA, Yevgeniya Alekseyevna"
15863,LIMITED LIABILITY COMPANY MAIGEOPROM
15864,LIMITED LIABILITY COMPANY MINT
15865,LIMITED LIABILITY COMPANY KATRADE
15866,JOINT STOCK COMPANY HOLDINGOVAYA KOMPANIYA SDS UGOL
15867,JOINT STOCK COMPANY RAZREZ SHESTAKI
15868,LIMITED LIABILITY COMPANY QUANTUM
15869,LIMITED LIABILITY COMPANY SHAKHTOUPRAVLENIYE MAISKOYE
15870,LIMITED LIABILITY COMPANY STOTECHNO
15871,DEIN DANISMANLIK PAZARLAMA VE TICARET ANONIM SIRKETI
15872,"SALVADORI, Fulvio"
15873,LIMITED LIABILITY COMPANY SPETSPROEKT 2
15874,JOINT STOCK COMPANY CHERNIGOVETS
15875,LIMITED LIABILITY COMPANY COMBIT
15876,LIMITED LIABILITY COMPANY SHAKHTA N 12
15877,NORTH SKY
15878,META CNC SANAYI VE TICARET LIMITED SIRKETI
15879,LIMITED LIABILITY COMPANY UPRAVLYAYUSHCHAYA KOMPANIYA MECHEL MAINING
15880,NORTH AIR
15881,OPEN JOINT STOCK COMPANY GUBAKHINSKIY KOKS
15882,NORTH MOUNTAIN
15883,JOINT STOCK COMPANY SALEK
15884,NORTH WAY
15885,LIMITED LIABILITY COMPANY SHAKHTA LISTVYAZHNAYA
15886,LIMITED LIABILITY COMPANY CHELYABINSKIY ZAVOD PO PROIZVODSTVU KOKSOKHIMICHESKOY PRODUKTSII
15887,LIMITED LIABILITY COMPANY LIQUIFIED NATURAL GAS YAKUTIA
15888,LIMITED LIABILITY COMPANY KAPITAL GRUPP
15889,LIMITED LIABILITY COMPANY MECHEL INFORMATSIONNYYE TEKHNOLOGII
15890,ALICE COMPONENTS CO LIMITED
15891,OPEN JOINT STOCK COMPANY MOSKOVSKII YUVELIRNYI ZAVOD
15892,LIMITED LIABILITY COMPANY OBYEDINENIYE POSTAVSHIKOV
